SOURCE_ASSET_KEY,TARGET_ASSET_KEY
snowflake/dbt/products/seller_dash__stg_seller_ids,snowflake/dbt/products/seller_dash__stg_buyer_referral_account_created_by_day
snowflake/dbt/products/seller_dash__stg_seller_ids,snowflake/dbt/products/seller_dash__stg_buyer_referral_completed_by_day
snowflake/dbt/products/seller_dash__stg_seller_ids,snowflake/dbt/products/seller_dash__stg_buyer_shares_by_day
snowflake/dbt/products/seller_dash__stg_seller_ids,snowflake/dbt/products/seller_dash__stg_followers_by_day
snowflake/dbt/products/seller_dash__user_referrals,snowflake/dbt/products/seller_dash__stg_buyer_referral_account_created_by_day
snowflake/dbt/products/seller_dash__user_referrals,snowflake/dbt/products/seller_dash__stg_buyer_referral_completed_by_day
snowflake/dbt/products/seller_dash__user_referrals,snowflake/dbt/products/seller_dash__stg_followers_by_day
snowflake/dbt/products/seller_growth__enriched_seller_accounts,snowflake/dbt/products/ext_salesforce__account_update
snowflake/dbt/products/seller_growth__enriched_seller_leads,snowflake/dbt/products/ext_salesforce__lead_update
snowflake/dbt/products/seller_growth__payout_eligibility,snowflake/dbt/products/seller_growth__payout_verification
snowflake/dbt/products/seller_growth__seller_onboarding,snowflake/dbt/products/accounting__seller_ltv_multipliers
snowflake/dbt/products/seller_growth__seller_onboarding,snowflake/dbt/products/seller_growth__seller_day_metrics
snowflake/dbt/products/seller_growth__seller_onboarding,snowflake/dbt/products/seller_growth__waitlist_applications
snowflake/dbt/products/seller_growth__stg_churned_email_sellers,snowflake/dbt/products/seller_growth__churned_email_sellers_s3_unload
snowflake/dbt/products/seller_growth__stg_incentive_eligible_sellers,snowflake/dbt/products/seller_growth__seller_incentives_s3_unload
snowflake/dbt/products/seller_growth__stg_seller_applications,snowflake/dbt/products/seller_growth__waitlist_applications
snowflake/dbt/products/seller_growth__stg_seller_onboarding_events,snowflake/dbt/products/seller_growth__seller_onboarding
snowflake/dbt/products/seller_growth__stg_seller_onboarding_steps,snowflake/dbt/products/seller_growth__seller_onboarding
snowflake/dbt/products/seller_growth__waitlist_applications,snowflake/dbt/products/a__seller
snowflake/dbt/products/seller_growth__waitlist_applications,snowflake/dbt/products/seller_growth__seller_day_metrics
snowflake/dbt/products/seller_growth__waitlist_applications,snowflake/dbt/visualizations/sigma__waitlist_applications
snowflake/dbt/products/seller_growth__waitlist_applications,snowflake/dbt/visualizations/sigma__waitlist_applications_funnel
snowflake/dbt/products/seller_tags__base_cancelled_orders,snowflake/dbt/products/seller_tags__stg_defect_orders
snowflake/dbt/products/seller_tags__base_delayed_dropoffs,snowflake/dbt/products/seller_tags__stg_delayed_dropoff_orders
snowflake/dbt/products/seller_tags__base_refund_orders,snowflake/dbt/products/seller_tags__stg_defect_orders
snowflake/dbt/products/seller_tags__defect_rate_tag_history,snowflake/dbt/products/seller_tags__non_quality_seller_tag_history
snowflake/dbt/products/seller_tags__defect_rate_tag_history,snowflake/dbt/products/seller_tags__tag_history
snowflake/dbt/products/seller_tags__delayed_dropoff_tag_history,snowflake/dbt/products/seller_tags__non_quality_seller_tag_history
snowflake/dbt/products/seller_tags__delayed_dropoff_tag_history,snowflake/dbt/products/seller_tags__tag_history
snowflake/dbt/products/seller_tags__non_quality_seller_tag_history,snowflake/dbt/products/seller_tags__tag_history
snowflake/dbt/products/seller_tags__stg_defect_orders,snowflake/dbt/products/seller_tags__stg_seller_orders_day
snowflake/dbt/products/seller_tags__stg_delayed_dropoff_orders,snowflake/dbt/products/seller_tags__stg_seller_orders_day
snowflake/dbt/products/seller_tags__stg_seller_orders_day,snowflake/dbt/products/seller_tags__defect_rate_tag_history
snowflake/dbt/products/seller_tags__stg_seller_orders_day,snowflake/dbt/products/seller_tags__delayed_dropoff_tag_history
snowflake/dbt/products/seller_tags__tag_history,snowflake/dbt/products/account_management__seller_orders
snowflake/dbt/products/seller_tags__tag_history,snowflake/dbt/projects/analytics__seller_kpi_metrics
snowflake/dbt/products/sharing__installs,snowflake/dbt/products/a__user_day
snowflake/dbt/products/sharing__link_lands,snowflake/dbt/products/a__user_day
snowflake/dbt/products/shippo_revenue_share,snowflake/dbt/products/stg__shipping_margin_components
snowflake/dbt/products/similar_listings__embedding_results,snowflake/dbt/products/similar_listings__user_engagement_embedding_v0
snowflake/dbt/products/similar_listings__listing_engagement,snowflake/dbt/products/search__listings_bin_basic_engagement_counts
snowflake/dbt/products/similar_listings__listing_engagement,snowflake/dbt/products/similar_listings__listing_engagement_summary
snowflake/dbt/products/similar_listings__listing_engagement,snowflake/dbt/products/structured_attributes__listing_engagement_summary_all_types
snowflake/dbt/products/similar_listings__listing_engagement_all,laser/dynamo/per_user_high_engagement_listings
snowflake/dbt/products/similar_listings__listing_engagement_summary,snowflake/dbt/products/similar_listings__listing_engagement_all
snowflake/dbt/products/similar_listings__listing_engagement_summary,snowflake/dbt/products/similar_listings__listings_for_inference
snowflake/dbt/products/similar_listings__listing_engagement_summary,snowflake/dbt/products/similar_listings__user_engagement_embedding_v0
snowflake/dbt/products/similar_listings__listing_orders,snowflake/dbt/products/similar_listings__listing_engagement
snowflake/dbt/products/similar_listings__listing_orders,snowflake/dbt/products/similar_listings__previous_purchases
snowflake/dbt/products/similar_listings__listing_saves,snowflake/dbt/products/similar_listings__listing_engagement
snowflake/dbt/products/similar_listings__listing_shares,snowflake/dbt/products/similar_listings__listing_engagement
snowflake/dbt/products/similar_listings__listing_taps,snowflake/dbt/products/similar_listings__listing_engagement
snowflake/dbt/products/similar_listings__listings_for_inference,snowflake/dbt/products/structured_attributes__most_used_existing_attributes
snowflake/dbt/products/similar_listings__listings_for_inference,snowflake/prod/sagemaker_artifacts/structured_attributes__validated_attribute_values_v0
snowflake/dbt/products/similar_listings__previous_purchases,laser/dynamo/similar_listings__previous_purchases
snowflake/dbt/products/similar_listings__user_engagement_embedding_v0,laser/dynamo/similar_listings__user_engagement_embedding_v0
snowflake/dbt/products/snapshot__accounting_order_line_items,snowflake/dbt/products/buyer_growth__cm_rate_model_v1
snowflake/dbt/products/statsig_whn__stg_user_signed_up,snowflake/dbt/products/statsig_whn__user_entity_properties
snowflake/dbt/products/stg__ads_revenue_order_allocation,snowflake/dbt/products/accounting__order_line_items
snowflake/dbt/products/stg__margin_order_items,snowflake/dbt/products/accounting__order_line_items
snowflake/dbt/products/stg__margin_order_items,snowflake/dbt/products/stg__margin_seed_file_inputs
snowflake/dbt/products/stg__margin_refund_credits,snowflake/dbt/products/stg__refunds_seller_billbacks
snowflake/dbt/products/stg__margin_seed_file_inputs,snowflake/dbt/products/accounting__order_line_items
snowflake/dbt/products/stg__refunds_seller_billbacks,snowflake/dbt/products/accounting__order_line_items
snowflake/dbt/products/stg__shipping_margin_components,snowflake/dbt/products/accounting__order_line_items
snowflake/dbt/products/stg__shipping_vat_revenue_adjustment,snowflake/dbt/products/stg__shipping_margin_components
snowflake/dbt/products/stripe__webhook_charges,snowflake/dbt/products/payments__stg_stripe_charges_agg
snowflake/dbt/products/stripe__webhook_charges,snowflake/dbt/products/payments__stg_stripe_first_charges
snowflake/dbt/products/structured_attributes__laser_map_to_existing_attributes,laser/dynamo/structured_attributes__laser_map_to_existing_attributes
snowflake/dbt/products/structured_attributes__laser_personal_preference_ngram,laser/redis/structured_attributes__laser_personal_preference_ngram
snowflake/dbt/products/structured_attributes__laser_personal_preference_tfidf,laser/redis/structured_attributes__laser_personal_preference_tfidf
snowflake/dbt/products/structured_attributes__laser_personal_preference_tfidf_scores,laser/redis/structured_attributes__laser_personal_preference_tfidf_scores
snowflake/dbt/products/structured_attributes__listing_corpus_extracted_attribute_counts,laser/redis/structured_attributes__listing_corpus_extracted_attribute_counts
snowflake/dbt/products/structured_attributes__listing_corpus_extracted_attribute_counts,snowflake/dbt/products/structured_attributes__debug_personal_preference_tfidf
snowflake/dbt/products/structured_attributes__listing_corpus_extracted_attribute_counts,snowflake/dbt/products/structured_attributes__personal_preference_tfidf
snowflake/dbt/products/structured_attributes__listing_corpus_extracted_attributes,snowflake/dbt/products/indexing_es__listings_extracted_structured_attributes_mapped_to_existing
snowflake/dbt/products/structured_attributes__listing_corpus_extracted_attributes,snowflake/dbt/products/structured_attributes__debug_personal_preference_tfidf
snowflake/dbt/products/structured_attributes__listing_corpus_extracted_attributes,snowflake/dbt/products/structured_attributes__listing_corpus_extracted_attribute_counts
snowflake/dbt/products/structured_attributes__listing_corpus_extracted_attributes,snowflake/dbt/products/structured_attributes__personal_preference_bigrams
snowflake/dbt/products/structured_attributes__listing_corpus_extracted_attributes,snowflake/dbt/products/structured_attributes__personal_preference_tfidf
snowflake/dbt/products/structured_attributes__listing_corpus_extracted_attributes,snowflake/dbt/products/structured_attributes__personal_preference_trigrams
snowflake/dbt/products/structured_attributes__listing_engagement_summary_all_types,snowflake/dbt/products/structured_attributes__debug_personal_preference_tfidf
snowflake/dbt/products/structured_attributes__listing_engagement_summary_all_types,snowflake/dbt/products/structured_attributes__listings_for_inference
snowflake/dbt/products/structured_attributes__listing_engagement_summary_all_types,snowflake/dbt/products/structured_attributes__personal_preference_bigrams
snowflake/dbt/products/structured_attributes__listing_engagement_summary_all_types,snowflake/dbt/products/structured_attributes__personal_preference_tfidf
snowflake/dbt/products/structured_attributes__listing_engagement_summary_all_types,snowflake/dbt/products/structured_attributes__personal_preference_trigrams
snowflake/dbt/products/structured_attributes__listings_for_inference,snowflake/prod/sagemaker_artifacts/structured_attributes__extracted_values_v4
snowflake/dbt/products/structured_attributes__livestream_listing_attribute_join,snowflake/dbt/products/structured_attributes__livestream_to_attribute_mapping
snowflake/dbt/products/structured_attributes__livestream_to_attribute_mapping,snowflake/dbt/products/structured_attributes__livestream_to_attribute_mapping_laser
snowflake/dbt/products/structured_attributes__livestream_to_attribute_mapping_laser,laser/redis/structured_attributes__livestream_to_attribute_mapping_laser
snowflake/dbt/products/structured_attributes__livestream_to_attribute_mapping_laser,snowflake/dbt/products/indexing_es__livestreams_v2_ls_side_load
snowflake/dbt/products/structured_attributes__livestream_to_attribute_mapping_laser,snowflake/dbt/products/indexing_es__livestreams_v3_side_load
snowflake/dbt/products/structured_attributes__output_extracted_attributes,snowflake/dbt/products/structured_attributes__output_extracted_attributes_most_recent
snowflake/dbt/products/structured_attributes__output_extracted_existing_attributes,snowflake/dbt/products/structured_attributes__laser_map_to_existing_attributes
snowflake/dbt/products/structured_attributes__output_extracted_existing_attributes,snowflake/dbt/products/structured_attributes__output_extracted_attributes_most_recent
snowflake/dbt/products/structured_attributes__output_extracted_existing_attributes,snowflake/dbt/products/structured_attributes__output_extracted_existing_attributes_most_recent
snowflake/dbt/products/structured_attributes__output_extracted_existing_attributes,snowflake/dbt/products/structured_attributes__output_key_mapping_from_extracted_to_existing_most_recent
snowflake/dbt/products/structured_attributes__output_extracted_existing_attributes_most_recent,snowflake/dbt/products/structured_attributes__listing_corpus_extracted_attributes
snowflake/dbt/products/structured_attributes__output_extracted_existing_attributes_most_recent,snowflake/dbt/products/structured_attributes__livestream_listing_attribute_join
snowflake/dbt/products/structured_attributes__output_key_mapping_from_extracted_to_existing,snowflake/dbt/products/structured_attributes__output_key_mapping_from_extracted_to_existing_most_recent
snowflake/dbt/products/structured_attributes__personal_preference_bigrams,snowflake/dbt/products/structured_attributes__laser_personal_preference_ngram
snowflake/dbt/products/structured_attributes__personal_preference_tfidf,snowflake/dbt/products/structured_attributes__laser_personal_preference_tfidf
snowflake/dbt/products/structured_attributes__personal_preference_tfidf,snowflake/dbt/products/structured_attributes__laser_personal_preference_tfidf_scores
snowflake/dbt/products/structured_attributes__personal_preference_trigrams,snowflake/dbt/products/structured_attributes__laser_personal_preference_ngram
snowflake/dbt/products/support__cs_overturns,snowflake/dbt/products/support__seller_ds_daily
snowflake/dbt/products/support__cs_seller_cohort,snowflake/dbt/products/support__ds_csat
snowflake/dbt/products/support__cs_seller_cohort,snowflake/dbt/visualizations/sigma__support_cs_refund_funnel
snowflake/dbt/products/support__cs_seller_cohort,snowflake/dbt/visualizations/sigma__support_cs_requests
snowflake/dbt/products/support__ds_zendesk_csat,snowflake/dbt/visualizations/sigma__support_cs_requests
snowflake/dbt/products/support__in_app_csat,snowflake/dbt/visualizations/sigma__support_cs_requests
snowflake/dbt/products/support__native_flow_events,snowflake/dbt/products/ext_statsig__support_native_flow
snowflake/dbt/products/support__order_dm_events,snowflake/dbt/products/ext_statsig__order_dms
snowflake/dbt/products/support__seller_ds_daily,snowflake/dbt/private/account_health__base_seller_ds_daily
snowflake/dbt/products/support__seller_ds_daily,snowflake/dbt/products/laser__cs_seller_daily_stats
snowflake/dbt/products/support__seller_ds_daily,snowflake/dbt/products/ts__account_health_metrics_day
snowflake/dbt/products/support__stg_whatbot_events,snowflake/dbt/products/a__zendesk_upstream_ticket
snowflake/dbt/products/support__stg_whatbot_events,snowflake/dbt/products/support__whatbot_chats
snowflake/dbt/products/support__whatbot_chats,snowflake/dbt/products/cx__zendesk_whatbot_ticket
snowflake/dbt/products/support__whatbot_chats,snowflake/dbt/visualizations/sigma__support_inbounds
snowflake/dbt/products/t_s_mapping_historical_tickets,snowflake/dbt/products/a__zendesk_upstream_ticket
snowflake/dbt/products/t_s_mapping_historical_tickets,snowflake/dbt/products/ts__zendesk_tickets_backlog
snowflake/dbt/products/temp_michael_zizi_contribution_margin_1_cost_line_item_estimates,snowflake/dbt/projects/temp_michael_zizi_contribution_margin_1
snowflake/dbt/products/temp_michael_zizi_contribution_margin_1_cost_line_item_estimates_defaults,snowflake/dbt/projects/temp_michael_zizi_contribution_margin_1
snowflake/dbt/products/tfidf__user_followed_seller_livestreams_top_laser,laser/dynamo/tfidf__user_followed_seller_livestreams_top_laser
snowflake/dbt/products/tfidf__user_seller_livestreams_top_500_laser,laser/dynamo/tfidf__user_seller_livestreams_top_500_laser
snowflake/dbt/products/tnr__base_base_shipments,snowflake/dbt/products/tnr__stg_shipment_delayed_dropoff
snowflake/dbt/products/tnr__base_dim_livestream,snowflake/dbt/products/tnr__stg_map_orders_livestreams
snowflake/dbt/products/tnr__base_dim_shipment,snowflake/dbt/products/tnr__stg_map_orders_shipments
snowflake/dbt/products/tnr__base_logistics_shipment_update_events,snowflake/dbt/products/tnr__stg_shipment_delayed_dropoff
snowflake/dbt/products/tnr__events_fast,snowflake/dbt/products/ts__all_credits_refunds_chargebacks
snowflake/dbt/products/tnr__events_fast,snowflake/dbt/products/ts__refund_abuse_rolling_signals
snowflake/dbt/products/tnr__stg_all_order_cancels,snowflake/dbt/products/tnr__stg_order_cancels_v2
snowflake/dbt/products/tnr__stg_buyer_orders_v2,snowflake/dbt/products/tnr__events_fast
snowflake/dbt/products/tnr__stg_chargebacks_v2,snowflake/dbt/products/tnr__events_fast
snowflake/dbt/products/tnr__stg_credit_refunds,snowflake/dbt/products/tnr__events_fast
snowflake/dbt/products/tnr__stg_credit_refunds,snowflake/dbt/products/ts__events
snowflake/dbt/products/tnr__stg_giveaway_refund_reasons,snowflake/dbt/products/tnr__stg_credit_refunds
snowflake/dbt/products/tnr__stg_map_orders_livestreams,snowflake/dbt/products/tnr__stg_seller_shipments_v2
snowflake/dbt/products/tnr__stg_map_orders_shipments,snowflake/dbt/products/tnr__stg_seller_shipments_v2
snowflake/dbt/products/tnr__stg_order_cancel_requests,snowflake/dbt/products/tnr__stg_all_order_cancels
snowflake/dbt/products/tnr__stg_order_cancels_v2,snowflake/dbt/products/tnr__events_fast
snowflake/dbt/products/tnr__stg_refunds_v2,snowflake/dbt/products/tnr__events_fast
snowflake/dbt/products/tnr__stg_seller_orders_v2,snowflake/dbt/products/tnr__events_fast
snowflake/dbt/products/tnr__stg_seller_shipments_v2,snowflake/dbt/products/tnr__events_fast
snowflake/dbt/products/tnr__stg_shipment_delayed_dropoff,snowflake/dbt/products/tnr__stg_map_orders_shipments
snowflake/dbt/products/tnr__stg_user_reports_v2,snowflake/dbt/products/tnr__events_fast
snowflake/dbt/products/treasury__earnings_report_monthly,snowflake/dbt/products/treasury__earnings_report_monthly_unload
snowflake/dbt/products/treasury__statement_inputs_annual,snowflake/dbt/products/treasury__statement_inputs_annual_unload
snowflake/dbt/products/treasury__statement_inputs_monthly,snowflake/dbt/products/treasury__statement_inputs_annual
snowflake/dbt/products/treasury__statement_inputs_monthly,snowflake/dbt/products/treasury__statement_inputs_monthly_unload
snowflake/dbt/products/treasury__weekly_order_earnings_and_costs,snowflake/dbt/products/treasury__weekly_order_earnings_and_costs_iceberg
snowflake/dbt/products/treasury__weekly_order_earnings_and_costs,snowflake/dbt/products/treasury__weekly_order_earnings_and_costs_unload
snowflake/dbt/products/trust_signals__user_reports,laser/redis/trust_signal__user_reports
snowflake/dbt/products/trust_signals__vip_sellers,laser/redis/trust_signal__vip_sellers
snowflake/dbt/products/ts__account_health_giveaway_metrics_test_data,snowflake/dbt/products/ts__account_health_giveaway_metrics
snowflake/dbt/products/ts__account_health_giveaway_orders_stg,snowflake/dbt/products/ts__account_health_giveaway_metrics
snowflake/dbt/products/ts__account_health_metrics,snowflake/dbt/products/ts__account_health_overview
snowflake/dbt/products/ts__account_health_metrics_day,online_analytics_unload_ts__account_health_metrics_day_to_s3
snowflake/dbt/products/ts__account_health_metrics_day,snowflake/dbt/products/ts__account_health_metrics
snowflake/dbt/products/ts__account_health_metrics_test_data,snowflake/dbt/private/account_health__stg_metrics_day
snowflake/dbt/products/ts__account_health_metrics_test_data,snowflake/dbt/products/ts__account_health_metrics_day
snowflake/dbt/products/ts__account_health_overview,laser/dynamo/ts__account_health_overview
snowflake/dbt/products/ts__account_health_seller_category,snowflake/dbt/products/ts__account_health_metrics_day
snowflake/dbt/products/ts__account_health_seller_category,snowflake/dbt/products/ts__shipment_delayed_dropoff
snowflake/dbt/products/ts__all_credits_refunds_chargebacks,snowflake/dbt/products/chalk_proc__order_fraud_features_staging
snowflake/dbt/products/ts__all_credits_refunds_chargebacks,snowflake/dbt/products/ts__buyer_defect_rates
snowflake/dbt/products/ts__all_credits_refunds_chargebacks,snowflake/dbt/products/ts__buyer_gameable_refunds
snowflake/dbt/products/ts__all_credits_refunds_chargebacks,snowflake/dbt/products/ts__category_quarter_gameable_refund_probability
snowflake/dbt/products/ts__all_credits_refunds_chargebacks,snowflake/dbt/products/ts__connected_accounts
snowflake/dbt/products/ts__all_credits_refunds_chargebacks,snowflake/dbt/products/ts__ep_abuser_flag_history
snowflake/dbt/products/ts__all_credits_refunds_chargebacks,snowflake/dbt/products/ts__ep_weekly_cap_history
snowflake/dbt/products/ts__all_credits_refunds_chargebacks,snowflake/dbt/products/ts__established_seller
snowflake/dbt/products/ts__all_credits_refunds_chargebacks,snowflake/dbt/products/ts__established_user
snowflake/dbt/products/ts__all_credits_refunds_chargebacks,snowflake/dbt/products/ts__refund_abuse_high_defect_sellers
snowflake/dbt/products/ts__all_credits_refunds_chargebacks,snowflake/dbt/products/ts__refund_abuse_individual_reason_signals
snowflake/dbt/products/ts__all_credits_refunds_chargebacks,snowflake/dbt/products/ts__refund_abuse_v3_signals
snowflake/dbt/products/ts__all_credits_refunds_chargebacks,snowflake/dbt/products/ts__seller_gameable_refunds
snowflake/dbt/products/ts__all_credits_refunds_chargebacks,snowflake/dbt/products/ts__seller_quarter_gameable_refund_probability
snowflake/dbt/products/ts__all_credits_refunds_chargebacks,snowflake/dbt/products/ts__seller_refund_abuse_metrics_no_link
snowflake/dbt/products/ts__all_credits_refunds_chargebacks,snowflake/dbt/products/ts__seller_refund_exemptions
snowflake/dbt/products/ts__all_credits_refunds_chargebacks,snowflake/dbt/products/ts__seller_sndo_refund_abuse_metrics
snowflake/dbt/products/ts__all_credits_refunds_chargebacks,snowflake/dbt/products/ts__trusted_buyer_damaged_misrepresented
snowflake/dbt/products/ts__all_credits_refunds_chargebacks,snowflake/dbt/visualizations/sigma__fvm_refunds
snowflake/dbt/products/ts__all_related_users,snowflake/dbt/products/ext_salesforce__update_bans
snowflake/dbt/products/ts__all_related_users,snowflake/dbt/products/ext_statsig__seller_fraud_metrics
snowflake/dbt/products/ts__all_related_users,snowflake/dbt/products/ts__connected_accounts
snowflake/dbt/products/ts__all_related_users,snowflake/dbt/products/ts__known_referral_abusers
snowflake/dbt/products/ts__all_related_users,snowflake/dbt/products/ts__seller_refund_abuse_metrics
snowflake/dbt/products/ts__all_related_users,snowflake/dbt/products/ts__shill_bidding
snowflake/dbt/products/ts__all_tags,snowflake/dbt/products/ts__order_issues
snowflake/dbt/products/ts__all_tags,snowflake/dbt/products/ts__user_actions
snowflake/dbt/products/ts__all_tags,snowflake/dbt/visualizations/sigma__ts_user_tags
snowflake/dbt/products/ts__buyer_defect_rates,snowflake/dbt/products/ts__refund_abuse_metrics
snowflake/dbt/products/ts__buyer_gameable_refunds,snowflake/dbt/products/ts__buyer_gameable_refunds_day
snowflake/dbt/products/ts__buyer_gameable_refunds,snowflake/dbt/products/ts__trusted_buyer_damaged_misrepresented
snowflake/dbt/products/ts__buyer_historical_refund_abuse,snowflake/dbt/products/ts__category_quarter_gameable_refund_probability
snowflake/dbt/products/ts__buyer_historical_refund_abuse,snowflake/dbt/products/ts__seller_quarter_gameable_refund_probability
snowflake/dbt/products/ts__buyer_refund_abuse_thresholds,snowflake/dbt/products/ts__refund_abuse_threshold_bins
snowflake/dbt/products/ts__buyer_refund_thresholds_confidence_levels,snowflake/dbt/visualizations/sigma__fvm_refunds
snowflake/dbt/products/ts__category_quarter_gameable_refund_probability,snowflake/dbt/products/ts__seller_quarter_gameable_refund_probability
snowflake/dbt/products/ts__connected_accounts,snowflake/dbt/products/ts__buyer_defect_rates
snowflake/dbt/products/ts__connected_accounts,snowflake/dbt/products/ts__ep_abuser_flag_history
snowflake/dbt/products/ts__connected_accounts,snowflake/dbt/products/ts__refund_abuse_individual_reason_signals
snowflake/dbt/products/ts__connected_accounts,snowflake/dbt/products/ts__refund_abuse_v3_signals
snowflake/dbt/products/ts__connected_accounts,snowflake/dbt/products/ts__seller_refund_exemptions
snowflake/dbt/products/ts__connected_accounts,snowflake/dbt/products/ts__seller_refund_request_metrics
snowflake/dbt/products/ts__connected_accounts,snowflake/dbt/products/ts__seller_sndo_refund_abuse_metrics
snowflake/dbt/products/ts__connected_accounts,snowflake/dbt/products/ts__trusted_buyer_damaged_misrepresented
snowflake/dbt/products/ts__connected_accounts,snowflake/dbt/products/ts__trusted_buyer_primary_category
snowflake/dbt/products/ts__damange_misrepresented_trusted_buyer_thresholds,snowflake/dbt/products/ts__trusted_buyer_damaged_misrepresented
snowflake/dbt/products/ts__ep_abuser_flag,snowflake/dbt/products/laser__ts_early_payout_abuser_flag
snowflake/dbt/products/ts__ep_abuser_flag_history,snowflake/dbt/products/ts__ep_abuser_flag
snowflake/dbt/products/ts__ep_weekly_cap,snowflake/dbt/products/laser__ts_early_payout_weekly_cap
snowflake/dbt/products/ts__ep_weekly_cap_history,snowflake/dbt/products/ts__ep_weekly_cap
snowflake/dbt/products/ts__established_seller,snowflake/dbt/products/ts__ep_abuser_flag_history
snowflake/dbt/products/ts__established_seller,snowflake/dbt/products/ts__established_seller_day
snowflake/dbt/products/ts__events,snowflake/dbt/products/a__user_day
snowflake/dbt/products/ts__events,snowflake/dbt/products/ext_retool__ts_seller_metric_day_recent
snowflake/dbt/products/ts__events,snowflake/dbt/products/ext_retool__ts_user_event_names
snowflake/dbt/products/ts__events,snowflake/dbt/products/ts__ep_abuser_flag_history
snowflake/dbt/products/ts__events,snowflake/dbt/products/ts__order_issues
snowflake/dbt/products/ts__events,snowflake/dbt/products/ts__seller_metric_day
snowflake/dbt/products/ts__events,snowflake/dbt/products/ts__seller_quality_scores_v2_history
snowflake/dbt/products/ts__events,snowflake/dbt/products/ts__seller_refund_abuse_metrics_no_link
snowflake/dbt/products/ts__events,snowflake/dbt/products/ts__user_metric_day
snowflake/dbt/products/ts__events,snowflake/dbt/projects/retool__user_timeline
snowflake/dbt/products/ts__events,snowflake/dbt/visualizations/sigma__orders
snowflake/dbt/products/ts__events,snowflake/dbt/visualizations/sigma__ts_user_reports
snowflake/dbt/products/ts__ip_related_users_aggregated,laser/dynamo/tsiprelu
snowflake/dbt/products/ts__ip_related_users_frontend_logs,laser/dynamo/ts_ip_related_users_aggregated
snowflake/dbt/products/ts__ip_related_users_frontend_logs,snowflake/dbt/products/ts__all_related_users
snowflake/dbt/products/ts__ip_related_users_frontend_logs,snowflake/dbt/products/ts__ip_related_users_aggregated
snowflake/dbt/products/ts__ip_related_users_frontend_logs,snowflake/dbt/products/ts__related_banned_sellers_by_ip
snowflake/dbt/products/ts__la_fires_exemption_users,snowflake/dbt/products/formats__premier_shop_program_criteria
snowflake/dbt/products/ts__order_issues,snowflake/dbt/products/buyer_growth_drivers
snowflake/dbt/products/ts__order_issues,snowflake/dbt/products/ext_statsig__order_cancelled_metrics
snowflake/dbt/products/ts__order_issues,snowflake/dbt/products/ext_statsig__order_refunded_metrics
snowflake/dbt/products/ts__order_issues,snowflake/dbt/products/formats__premier_shop_program_criteria
snowflake/dbt/products/ts__order_issues,snowflake/dbt/products/laser__sdb_tas_livestream_issues
snowflake/dbt/products/ts__order_issues,snowflake/dbt/products/laser__sdb_tas_marketplace_issues_monthly
snowflake/dbt/products/ts__order_issues,snowflake/dbt/products/laser__stg_tas_order_issues_statused
snowflake/dbt/products/ts__order_issues,snowflake/dbt/products/seller_tags__base_cancelled_orders
snowflake/dbt/products/ts__order_issues,snowflake/dbt/products/seller_tags__base_refund_orders
snowflake/dbt/products/ts__order_issues,snowflake/dbt/products/support__ds_csat
snowflake/dbt/products/ts__order_issues,snowflake/dbt/products/ts__account_health_giveaway_orders_stg
snowflake/dbt/products/ts__order_issues,snowflake/dbt/products/ts__account_health_metrics_day
snowflake/dbt/products/ts__order_issues,snowflake/dbt/products/ts__seller_metric_day
snowflake/dbt/products/ts__order_issues,snowflake/dbt/products/ts__seller_quality_scores_v2_history
snowflake/dbt/products/ts__order_issues,snowflake/dbt/visualizations/sigma__marketplace_ts
snowflake/dbt/products/ts__order_issues,snowflake/dbt/visualizations/sigma__order_issues
snowflake/dbt/products/ts__order_issues,snowflake/dbt/visualizations/sigma__support_cs_requests
snowflake/dbt/products/ts__order_issues,snowflake/dbt/visualizations/sigma__ts_tickets_agg
snowflake/dbt/products/ts__order_issues,snowflake/dbt/visualizations/sigma__ts_user_tags
snowflake/dbt/products/ts__product_category_new_l1_l2_mapping,snowflake/dbt/products/ts__category_quarter_gameable_refund_probability
snowflake/dbt/products/ts__product_category_new_l1_l2_mapping,snowflake/dbt/products/ts__seller_quarter_gameable_refund_probability
snowflake/dbt/products/ts__product_category_new_l1_l2_mapping,snowflake/dbt/products/ts__seller_refund_abuse_metrics_no_link
snowflake/dbt/products/ts__product_category_new_l1_l2_mapping,snowflake/dbt/products/ts__seller_refund_request_metrics_no_link
snowflake/dbt/products/ts__product_category_new_l1_l2_mapping,snowflake/dbt/products/ts__trusted_buyer_primary_category
snowflake/dbt/products/ts__refund_abuse_high_defect_sellers,snowflake/dbt/products/ts__refund_abuse_individual_reason_signals
snowflake/dbt/products/ts__refund_abuse_high_defect_sellers,snowflake/dbt/products/ts__refund_abuse_v3_signals
snowflake/dbt/products/ts__refund_abuse_individual_reason_signals,snowflake/dbt/products/ts__refund_abuse_metrics
snowflake/dbt/products/ts__refund_abuse_metrics,snowflake/dbt/products/ts__refund_abuse_metrics_retool
snowflake/dbt/products/ts__refund_abuse_metrics_retool,snowflake/dbt/products/laser__ts_refund_abuse_metrics
snowflake/dbt/products/ts__refund_abuse_metrics_retool,snowflake/dbt/products/ts__refund_abuse_metrics_history
snowflake/dbt/products/ts__refund_abuse_metrics_retool,snowflake/dbt/products/ts__refund_abuser_day
snowflake/dbt/products/ts__refund_abuse_metrics_retool,snowflake/dbt/visualizations/sigma__fvm_refunds
