SOURCE_ASSET_KEY,TARGET_ASSET_KEY
snowflake/APP_DATA/CDC_PROD/ts_fraud_guardrail_exceptions/create_history_table,snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/ts_fraud_guardrail_exceptions/create_rds_snapshot_table
snowflake/APP_DATA/CDC_PROD/ts_tag_action/create_history_table,snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/ts_tag_action/create_rds_snapshot_table
snowflake/APP_DATA/CDC_PROD/ts_tags/create_history_table,snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/ts_tags/create_rds_snapshot_table
snowflake/APP_DATA/CDC_PROD/ts_users/create_history_table,snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/ts_users/create_rds_snapshot_table
snowflake/APP_DATA/CDC_PROD/ts_violations/create_history_table,snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/ts_violations/create_rds_snapshot_table
snowflake/APP_DATA/CDC_PROD/unique_item_events/create_history_table,snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/unique_item_events/create_rds_snapshot_table
snowflake/APP_DATA/CDC_PROD/unique_items/create_history_table,snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/unique_items/create_rds_snapshot_table
snowflake/APP_DATA/CDC_PROD/unsafe_text/create_history_table,snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/unsafe_text/create_rds_snapshot_table
snowflake/APP_DATA/CDC_PROD/user_blocking/create_history_table,snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/user_blocking/create_rds_snapshot_table
snowflake/APP_DATA/CDC_PROD/user_cross_stream_keys/create_history_table,snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/user_cross_stream_keys/create_rds_snapshot_table
snowflake/APP_DATA/CDC_PROD/user_device/create_history_table,snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/user_device/create_rds_snapshot_table
snowflake/APP_DATA/CDC_PROD/user_external_oauth_ids/create_history_table,snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/user_external_oauth_ids/create_rds_snapshot_table
snowflake/APP_DATA/CDC_PROD/user_follows/create_history_table,snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/user_follows/create_rds_snapshot_table
snowflake/APP_DATA/CDC_PROD/user_loyalty_status/create_history_table,snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/user_loyalty_status/create_rds_snapshot_table
snowflake/APP_DATA/CDC_PROD/user_object_action/create_history_table,snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/user_object_action/create_rds_snapshot_table
snowflake/APP_DATA/CDC_PROD/user_permission_action/create_history_table,snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/user_permission_action/create_rds_snapshot_table
snowflake/APP_DATA/CDC_PROD/user_permissions/create_history_table,snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/user_permissions/create_rds_snapshot_table
snowflake/APP_DATA/CDC_PROD/user_preferences/create_history_table,snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/user_preferences/create_rds_snapshot_table
snowflake/APP_DATA/CDC_PROD/user_profiles/create_history_table,snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/user_profiles/create_rds_snapshot_table
snowflake/APP_DATA/CDC_PROD/user_reports/create_history_table,snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/user_reports/create_rds_snapshot_table
snowflake/APP_DATA/CDC_PROD/user_state/create_history_table,snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/user_state/create_rds_snapshot_table
snowflake/APP_DATA/CDC_PROD/user_strikes/create_history_table,snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/user_strikes/create_rds_snapshot_table
snowflake/APP_DATA/CDC_PROD/users/create_history_table,snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/users/create_rds_snapshot_table
snowflake/APP_DATA/CDC_PROD/verification_request_line_items/create_history_table,snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/verification_request_line_items/create_rds_snapshot_table
snowflake/APP_DATA/CDC_PROD/verification_requests/create_history_table,snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/verification_requests/create_rds_snapshot_table
snowflake/APP_DATA/CDC_PROD/verification_submissions/create_history_table,snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/verification_submissions/create_rds_snapshot_table
snowflake/APP_DATA/CDC_PROD/videos/create_history_table,snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/videos/create_rds_snapshot_table
snowflake/APP_DATA/CDC_PROD/wallet_entry/create_history_table,snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/wallet_entry/create_rds_snapshot_table
snowflake/APP_DATA/CDC_PROD/webhook_events/create_history_table,snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/webhook_events/create_rds_snapshot_table
snowflake/APP_DATA/CDC_PROD/webhook_subscriptions/create_history_table,snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/webhook_subscriptions/create_rds_snapshot_table
snowflake/APP_DATA/LIVESTREAM_CDC_PROD/livestream/create_history_table,snowflake/APP_DATA/LIVESTREAM_CDC_PROD/livestream/refresh_most_recent_tables
snowflake/APP_DATA/LIVESTREAM_CDC_PROD/livestream_product/create_history_table,snowflake/APP_DATA/LIVESTREAM_CDC_PROD/livestream_product/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/Lives/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/Lives/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/ad_auctions/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/ad_auctions/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/ad_bandits/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/ad_bandits/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/ad_bidding/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/ad_bidding/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/ad_campaign_performance_stats/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/ad_campaign_performance_stats/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/ad_campaigns/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/ad_campaigns/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/ad_credit_campaigns/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/ad_credit_campaigns/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/ad_forecasting_values/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/ad_forecasting_values/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/addresses/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/addresses/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/addresses_allowlist/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/addresses_allowlist/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/ads_attribution/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/ads_attribution/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/api_listing_attributes/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/api_listing_attributes/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/api_product_attributes/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/api_product_attributes/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/auction_bidders/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/auction_bidders/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/auction_info/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/auction_info/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/brands/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/brands/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/break_spot_options/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/break_spot_options/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/break_spots/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/break_spots/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/breaks/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/breaks/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/bulk_imported_listings/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/bulk_imported_listings/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/bulk_upload_jobs/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/bulk_upload_jobs/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/bundling_windows/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/bundling_windows/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/buyer_default_shipping_settings/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/buyer_default_shipping_settings/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/buyer_livestream_shipping_settings/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/buyer_livestream_shipping_settings/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/cancellation_requests/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/cancellation_requests/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/cards/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/cards/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/catalog_product_attributes/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/catalog_product_attributes/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/catalog_product_type_attributes/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/catalog_product_type_attributes/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/catalog_product_types/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/catalog_product_types/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/catalog_products/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/catalog_products/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/categories/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/categories/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/category_catalog_product_types/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/category_catalog_product_types/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/client_app_install_tokens/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/client_app_install_tokens/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/client_app_installs/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/client_app_installs/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/client_apps/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/client_apps/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/community_boost_contributions/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/community_boost_contributions/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/community_boost_jars/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/community_boost_jars/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/conversation_group_participants/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/conversation_group_participants/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/conversation_groups/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/conversation_groups/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/coupon_claims/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/coupon_claims/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/coupon_usages/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/coupon_usages/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/coupons/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/coupons/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/credit_expiry/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/credit_expiry/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/cross_stream_status/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/cross_stream_status/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/currency_conversion_rates/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/currency_conversion_rates/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/deal_proposal/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/deal_proposal/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/delayed_action_jobs/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/delayed_action_jobs/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/editorial_pushes/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/editorial_pushes/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/entitlements/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/entitlements/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/entity_relationships/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/entity_relationships/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/entity_restrictions/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/entity_restrictions/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/experiences/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/experiences/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/external_product_taxonomy/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/external_product_taxonomy/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/friends/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/friends/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/gifting_preferences/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/gifting_preferences/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/handling_charges/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/handling_charges/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/hits/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/hits/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/images/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/images/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/impact_clicks/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/impact_clicks/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/imported_contacts/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/imported_contacts/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/invoice_line_items/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/invoice_line_items/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/invoices/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/invoices/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/item_disputes/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/item_disputes/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/ledger_transactions/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/ledger_transactions/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/listing_conditions/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/listing_conditions/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/listing_properties/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/listing_properties/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/listing_review/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/listing_review/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/listings/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/listings/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/live_access_restrictions/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/live_access_restrictions/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/live_clip_recording_info/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/live_clip_recording_info/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/live_clip_user_actions/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/live_clip_user_actions/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/live_clips/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/live_clips/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/live_listings/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/live_listings/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/live_recordings/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/live_recordings/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/lives_v2/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/lives_v2/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/livestream_ad/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/livestream_ad/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/livestream_rtc/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/livestream_rtc/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/livestream_tags/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/livestream_tags/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/livestream_watchlists/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/livestream_watchlists/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/loyalty_achievement_definition/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/loyalty_achievement_definition/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/loyalty_achievement_group/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/loyalty_achievement_group/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/loyalty_reward_definition/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/loyalty_reward_definition/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/loyalty_user_achievement_progress/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/loyalty_user_achievement_progress/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/new_seller_group_conversation/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/new_seller_group_conversation/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/new_seller_onboarding_session/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/new_seller_onboarding_session/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/notification_mutes/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/notification_mutes/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/notification_settings/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/notification_settings/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/op_reviews/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/op_reviews/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/order_items/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/order_items/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/order_records/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/order_records/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/order_tax_transactions/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/order_tax_transactions/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/order_taxes/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/order_taxes/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/orders/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/orders/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/pack_entries/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/pack_entries/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/packs/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/packs/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/paid_coupon_data/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/paid_coupon_data/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/payment_refund_transaction_audit_logs/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/payment_refund_transaction_audit_logs/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/payment_transactions/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/payment_transactions/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/payments/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/payments/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/payout_accounts/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/payout_accounts/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/payouts/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/payouts/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/pickup_details/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/pickup_details/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/pickup_requests/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/pickup_requests/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/platform_charges/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/platform_charges/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/pre_signup_referral_contact/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/pre_signup_referral_contact/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/pre_signup_seller_application_contacts/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/pre_signup_seller_application_contacts/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/premier_shop/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/premier_shop/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/premier_shop_evaluations/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/premier_shop_evaluations/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/product_classifiers/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/product_classifiers/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/product_profile_descriptors/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/product_profile_descriptors/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/product_profiles/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/product_profiles/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/product_tags/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/product_tags/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/product_videos/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/product_videos/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/products/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/products/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/profile_listings/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/profile_listings/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/question_choices/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/question_choices/refresh_most_recent_tables
