ASSET_KEY,ASSET_GROUP,SERVICE_TIER,DOMAIN,RESOURCE_TYPE
laser/dynamo/tfidf__user_seller_livestreams_top_500_laser,laser,t2,Discovery,laser
laser/dynamo/ts__account_health_overview,laser,t3,GlobalTrustAndSafety,laser
laser/dynamo/ts_ip_related_users_aggregated,laser,t2,GlobalTrustAndSafety,laser
laser/dynamo/ts_user_lifetime_metrics_for_permissioning,laser,t2,GlobalTrustAndSafety,laser
laser/dynamo/tsepabuser,laser,t3,GlobalTrustAndSafety,laser
laser/dynamo/tsepweekcap,laser,t2,GlobalTrustAndSafety,laser
laser/dynamo/tsim__v1,laser,t3,GlobalTrustAndSafety,laser
laser/dynamo/tsim__v1_mp_lr,laser,t3,GlobalTrustAndSafety,laser
laser/dynamo/tsiprelu,laser,t2,GlobalTrustAndSafety,laser
laser/dynamo/tsli,laser,t3,GlobalTrustAndSafety,laser
laser/dynamo/tsov,laser,t3,GlobalTrustAndSafety,laser
laser/dynamo/tsrefundabuse,laser,t2,CoreML,laser
laser/dynamo/tsrelatedusergroupids,laser,t1,GlobalTrustAndSafety,laser
laser/dynamo/tsrelatedusers,laser,t1,GlobalTrustAndSafety,laser
laser/dynamo/tsrugi2,laser,t1,GlobalTrustAndSafety,laser
laser/dynamo/tssbrela,laser,t2,GlobalTrustAndSafety,laser
laser/dynamo/ues2,laser,t1,Discovery,laser
laser/dynamo/upnlss,laser,t1,SellerGrowth,laser
laser/dynamo/usercatmetric,laser,t1,Discovery,laser
laser/dynamo/usercatsimilarity,laser,t2,Discovery,laser
laser/redis/adsb,laser,t2,Ads,laser
laser/redis/core_laser__account_following,laser,t2,CoreML,laser
laser/redis/disco_products__seller_gmv,laser,t2,Discovery,laser
laser/redis/disco_products__seller_tns_hide_date,laser,t2,Discovery,laser
laser/redis/discotag2,laser,t1,Discovery,laser
laser/redis/firstlssaledate2,laser,t1,Discovery,laser
laser/redis/invalidls,laser,t2,CoreML,laser
laser/redis/knnsellers,laser,t2,Discovery,laser
laser/redis/laser__premier_shop_program_criteria,laser,t3,Marketplace,laser
laser/redis/mysterytagorders2,laser,t1,Discovery,laser
laser/redis/nuxshelves,laser,t1,Discovery,laser
laser/redis/rankingtaxonomylevels,laser,t1,Discovery,laser
laser/redis/rankingtaxonomymapping,laser,t1,Discovery,laser
laser/redis/rufms,laser,t2,Growth,laser
laser/redis/search__user_seller_likely_to_revisit_l28d_laser_v2,laser,t1,Search,laser
laser/redis/search_category_rec_queries,laser,t2,Search,laser
laser/redis/sellercatmetrics,laser,t1,Search,laser
laser/redis/sellersgns,laser,t2,CoreML,laser
laser/redis/sellifev3,laser,t1,DataPlatform,laser
laser/redis/sellifev4,laser,t2,Discovery,laser
laser/redis/slgmv,laser,t1,Marketplace,laser
laser/redis/slmylivestats,laser,t2,PaymentsAndLogistics,laser
laser/redis/srank2,laser,t2,Search,laser
laser/redis/srchtqsa,laser,t1,Search,laser
laser/redis/structured_attributes__laser_personal_preference_ngram,laser,t2,CoreML,laser
laser/redis/structured_attributes__laser_personal_preference_tfidf,laser,t2,CoreML,laser
laser/redis/structured_attributes__laser_personal_preference_tfidf_scores,laser,t2,CoreML,laser
laser/redis/structured_attributes__listing_corpus_extracted_attribute_counts,laser,t2,CoreML,laser
laser/redis/structured_attributes__livestream_to_attribute_mapping_laser,laser,t2,CoreML,laser
laser/redis/tagtfidf2,laser,t1,Discovery,laser
laser/redis/taxonomy_relationships,laser,t1,Discovery,laser
laser/redis/tpop,laser,t1,Discovery,laser
laser/redis/trust_signal__user_reports,laser,t2,TrustPlatform,laser
laser/redis/trust_signal__vip_sellers,laser,t2,TrustPlatform,laser
laser/redis/tsfscore,laser,t3,CoreML,laser
laser/redis/tsrug2,laser,t1,GlobalTrustAndSafety,laser
laser/redis/tssellerrefundabuse,laser,t2,GlobalTrustAndSafety,laser
laser/redis/tssscore,laser,t1,CoreML,laser
laser/redis/txn_fraud_signal,laser,t2,CoreML,laser
laser/redis/user_event_audience_targeting,laser,t2,Search,laser
laser/redis/userorders,laser,t1,Discovery,laser
laser/redis/vipusers2,laser,t2,TrustXP,laser
merge_ls_watch_time,default,t4,not_set,merge_ls_watch_time
nearest_neighbors/dsml-features-seller-sgns/seller_nearest_neighbors,nearest_neighbors,,,nearest_neighbors
null_component_names_frontend_events,default,t4,not_set,null_component_names_frontend_events
online_analytics_create_disco_products__seller_gmv_history_table,default,t1,Discovery,online_analytics_create_disco_products__seller_gmv_history_table
online_analytics_create_disco_products__seller_gmv_history_view,default,t1,Discovery,online_analytics_create_disco_products__seller_gmv_history_view
online_analytics_create_disco_products__seller_lifetime_metrics_table,default,t1,Discovery,online_analytics_create_disco_products__seller_lifetime_metrics_table
online_analytics_create_disco_products__seller_lifetime_metrics_view,default,t1,Discovery,online_analytics_create_disco_products__seller_lifetime_metrics_view
online_analytics_create_laser__sdb_tas_orders_table,default,t3,GlobalTrustAndSafety,online_analytics_create_laser__sdb_tas_orders_table
online_analytics_create_laser__sdb_tas_orders_view,default,t3,GlobalTrustAndSafety,online_analytics_create_laser__sdb_tas_orders_view
online_analytics_create_seller_dash__buyer_metrics_table,default,t2,Growth,online_analytics_create_seller_dash__buyer_metrics_table
online_analytics_create_seller_dash__buyer_metrics_view,default,t2,Growth,online_analytics_create_seller_dash__buyer_metrics_view
online_analytics_create_ts__account_health_metrics_day_table,default,t3,GlobalTrustAndSafety,online_analytics_create_ts__account_health_metrics_day_table
online_analytics_create_ts__account_health_metrics_day_view,default,t3,GlobalTrustAndSafety,online_analytics_create_ts__account_health_metrics_day_view
online_analytics_delete_disco_products__seller_gmv_history_table,default,t1,Discovery,online_analytics_delete_disco_products__seller_gmv_history_table
online_analytics_delete_disco_products__seller_lifetime_metrics_table,default,t1,Discovery,online_analytics_delete_disco_products__seller_lifetime_metrics_table
online_analytics_delete_laser__sdb_tas_orders_table,default,t3,GlobalTrustAndSafety,online_analytics_delete_laser__sdb_tas_orders_table
online_analytics_delete_seller_dash__buyer_metrics_table,default,t2,Growth,online_analytics_delete_seller_dash__buyer_metrics_table
online_analytics_delete_ts__account_health_metrics_day_table,default,t3,GlobalTrustAndSafety,online_analytics_delete_ts__account_health_metrics_day_table
online_analytics_ingest_disco_products__seller_gmv_history_from_s3,default,t1,Discovery,online_analytics_ingest_disco_products__seller_gmv_history_from_s3
online_analytics_ingest_disco_products__seller_lifetime_metrics_from_s3,default,t1,Discovery,online_analytics_ingest_disco_products__seller_lifetime_metrics_from_s3
online_analytics_ingest_laser__sdb_tas_orders_from_s3,default,t3,GlobalTrustAndSafety,online_analytics_ingest_laser__sdb_tas_orders_from_s3
online_analytics_ingest_seller_dash__buyer_metrics_from_s3,default,t2,Growth,online_analytics_ingest_seller_dash__buyer_metrics_from_s3
online_analytics_ingest_ts__account_health_metrics_day_from_s3,default,t3,GlobalTrustAndSafety,online_analytics_ingest_ts__account_health_metrics_day_from_s3
online_analytics_unload_disco_products__seller_gmv_history_to_s3,default,t1,Discovery,online_analytics_unload_disco_products__seller_gmv_history_to_s3
online_analytics_unload_disco_products__seller_lifetime_metrics_to_s3,default,t1,Discovery,online_analytics_unload_disco_products__seller_lifetime_metrics_to_s3
online_analytics_unload_laser__sdb_tas_orders_to_s3,default,t3,GlobalTrustAndSafety,online_analytics_unload_laser__sdb_tas_orders_to_s3
online_analytics_unload_seller_dash__buyer_metrics_to_s3,default,t2,Growth,online_analytics_unload_seller_dash__buyer_metrics_to_s3
online_analytics_unload_ts__account_health_metrics_day_to_s3,default,t3,GlobalTrustAndSafety,online_analytics_unload_ts__account_health_metrics_day_to_s3
opensearch/index/dbt_trigger_dbt_custom_indexing_es_inventory_listings_v1_spine,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/dbt_trigger_dbt_custom_indexing_es_listings_v9_rds,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/dbt_trigger_dbt_custom_indexing_es_listings_v9_sideload,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/dbt_trigger_dbt_custom_indexing_es_listings_v9_spine,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/dbt_trigger_dbt_custom_indexing_es_livestreams_v3_index,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/dbt_trigger_dbt_custom_indexing_es_livestreams_v3_sideload,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/dbt_trigger_dbt_custom_indexing_es_livestreams_v3_spine,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/dbt_trigger_dbt_custom_indexing_es_orders_v1_spine,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/dbt_trigger_dbt_custom_indexing_es_queries_v2_index,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/dbt_trigger_dbt_custom_indexing_es_queries_v2_sideload,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/dbt_trigger_dbt_custom_indexing_es_queries_v2_spine,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/dbt_trigger_dbt_custom_indexing_es_shipments_v1_spine,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/dbt_trigger_dbt_custom_indexing_es_sold_listings_v1_spine,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/dbt_trigger_dbt_custom_indexing_es_users_v1_index,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/dbt_trigger_dbt_custom_indexing_es_users_v1_sideload,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/dbt_trigger_dbt_custom_indexing_es_users_v1_spine,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/dbt_trigger_run_laser_indexing_es__listings_v9_side_load_laser_compound_key_to_dynamo,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/dbt_trigger_run_laser_indexing_es__queries_v2_side_load_laser_compound_key_to_dynamo,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/dbt_trigger_run_laser_indexing_es__users_v1_side_load_laser_compound_key_to_dynamo,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/dbt_wait_for_dbt_build_t1_t2_1h,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/index_build_es_domain_search1_base_queries_v2,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/index_build_es_domain_search1_base_users_v1,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/index_build_es_domain_search3_base_tcg_pokemon_cards,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/index_build_es_domain_search3_disco_search_listings_v9,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/index_build_es_domain_search3_experimental_livestreams_v3,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/index_build_mktplace_listings_prod_1_baseprime_orders_v1,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/index_build_mktplace_listings_prod_1_baseprime_shipments_v1,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/index_build_mktplace_listings_prod_1_inventory_listings_inventory_listings_v1,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/index_build_mktplace_listings_prod_1_sold_listings_sold_listings_v1,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/index_build_whatnot_os_backend_prod_base_notification_hub_activities_v1,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/index_build_wn_search_base_notification_hub_activities_v1_load_index_replica,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/index_build_wn_search_base_queries_v2_load_index_replica,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/index_build_wn_search_base_tcg_pokemon_cards_load_index_replica,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/index_build_wn_search_base_users_v1_load_index_replica,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/index_build_wn_search_baseprime_orders_v1_load_index_replica,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/index_build_wn_search_baseprime_shipments_v1_load_index_replica,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/index_build_wn_search_disco_search_listings_v9_load_index_replica,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/index_build_wn_search_experimental_livestreams_v3_load_index_replica,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/index_build_wn_search_inventory_listings_inventory_listings_v1_load_index_replica,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/index_build_wn_search_sold_listings_sold_listings_v1_load_index_replica,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/index_setup_es_domain_search1_base_queries_v2,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/index_setup_es_domain_search1_base_users_v1,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/index_setup_es_domain_search3_base_tcg_pokemon_cards,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/index_setup_es_domain_search3_disco_search_listings_v9,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/index_setup_es_domain_search3_experimental_livestreams_v3,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/index_setup_mktplace_listings_prod_1_baseprime_orders_v1,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/index_setup_mktplace_listings_prod_1_baseprime_shipments_v1,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/index_setup_mktplace_listings_prod_1_inventory_listings_inventory_listings_v1,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/index_setup_mktplace_listings_prod_1_sold_listings_sold_listings_v1,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/index_setup_whatnot_os_backend_prod_base_notification_hub_activities_v1,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/index_setup_wn_search_base_notification_hub_activities_v1_load_index_replica,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/index_setup_wn_search_base_queries_v2_load_index_replica,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/index_setup_wn_search_base_tcg_pokemon_cards_load_index_replica,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/index_setup_wn_search_base_users_v1_load_index_replica,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/index_setup_wn_search_baseprime_orders_v1_load_index_replica,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/index_setup_wn_search_baseprime_shipments_v1_load_index_replica,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/index_setup_wn_search_disco_search_listings_v9_load_index_replica,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/index_setup_wn_search_experimental_livestreams_v3_load_index_replica,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/index_setup_wn_search_inventory_listings_inventory_listings_v1_load_index_replica,opensearch_index,t3,elasticsearch,opensearch
opensearch/index/index_setup_wn_search_sold_listings_sold_listings_v1_load_index_replica,opensearch_index,t3,elasticsearch,opensearch
payments_incorrect_entity_states_pending_order,default,t4,not_set,payments_incorrect_entity_states_pending_order
payments_incorrect_entity_states_taxes_pending_cancellation,default,t4,not_set,payments_incorrect_entity_states_taxes_pending_cancellation
payments_incorrect_entity_states_unpaid_taxes,default,t4,not_set,payments_incorrect_entity_states_unpaid_taxes
poll_snowflake_query_history_hour,default,,,poll_snowflake_query_history_hour
publish_laser_entity_metadata,laser,,,publish_laser_entity_metadata
s3/feature_dataset_exports/test_feature_dataset/last_8_days,chalk_feature_datasets,,,s3
s3/feature_dataset_exports/test_feature_dataset_stage/last_8_days,chalk_feature_datasets,,,s3
s3/feature_dataset_exports/user_bin_order_chargeback_training_dataset/last_180_days,chalk_feature_datasets,,,s3
s3/feature_dataset_exports/user_livestream_nux_ranking_request_evaluation_feature_dataset/last_1_days,chalk_feature_datasets,,,s3
s3/feature_dataset_exports/user_livestream_nux_ranking_request_evaluation_feature_dataset_limited/last_1_days,chalk_feature_datasets,,,s3
s3/feature_dataset_exports/user_livestream_nux_request_recall_evaluation_feature_dataset/last_1_days,chalk_feature_datasets,,,s3
s3/feature_dataset_exports/user_livestream_nux_request_recall_evaluation_feature_dataset_limited/last_1_days,chalk_feature_datasets,,,s3
s3/feature_dataset_exports/user_livestream_nux_taxonomy_agnostic_ranking_request_evaluation_feature_dataset/last_1_days,chalk_feature_datasets,,,s3
s3/feature_dataset_exports/user_livestream_nux_taxonomy_agnostic_ranking_request_evaluation_feature_dataset_limited/last_1_days,chalk_feature_datasets,,,s3
s3/feature_dataset_exports/user_livestream_nux_taxonomy_agnostic_request_recall_evaluation_feature_dataset/last_1_days,chalk_feature_datasets,,,s3
s3/feature_dataset_exports/user_livestream_nux_taxonomy_agnostic_request_recall_evaluation_feature_dataset_limited/last_1_days,chalk_feature_datasets,,,s3
s3/feature_dataset_exports/user_livestream_nux_taxonomy_agnostic_training_feature_dataset/last_8_days,chalk_feature_datasets,,,s3
s3/feature_dataset_exports/user_livestream_nux_taxonomy_agnostic_training_feature_dataset_limited/last_8_days,chalk_feature_datasets,,,s3
s3/feature_dataset_exports/user_livestream_ranking_request_evaluation_feature_dataset/last_1_days,chalk_feature_datasets,,,s3
s3/feature_dataset_exports/user_livestream_ranking_request_evaluation_feature_dataset_limited/last_1_days,chalk_feature_datasets,,,s3
s3/feature_dataset_exports/user_livestream_request_recall_evaluation_feature_dataset/last_1_days,chalk_feature_datasets,,,s3
s3/feature_dataset_exports/user_livestream_request_recall_evaluation_feature_dataset_limited/last_1_days,chalk_feature_datasets,,,s3
s3/feature_dataset_exports/user_livestream_seconds_since_start_nux_ranking_request_evaluation_feature_dataset/last_1_days,chalk_feature_datasets,,,s3
s3/feature_dataset_exports/user_livestream_seconds_since_start_nux_ranking_request_evaluation_feature_dataset_limited/last_1_days,chalk_feature_datasets,,,s3
s3/feature_dataset_exports/user_livestream_seconds_since_start_nux_request_recall_evaluation_feature_dataset/last_1_days,chalk_feature_datasets,,,s3
